TÁBUA,ALLG-72,AMERICAN EXPERIENCE,AT2000 (Suavizada 10%)_FEM,AT2000 (Suavizada 10%)_MAS,AT-2000 FEMALE,AT-2000 MALE,AT-2000 MEDIA,AT-49 FEMALE,AT-49 MALE,AT-50,AT-55,AT-71,AT-83 FEMALE (Basic),AT-83 FEMALE (IAM),AT-83 MALE (Basic),AT-83 MALE (IAM),BR-EMSmt-v.2010-f,BR-EMSmt-v.2010-m,BR-EMSsb-v.2010-f,BR-EMSsb-v.2010-m,CSG-60,CSO-41,CSO-58,CSO58 - FEM - AGE LAST,CSO58 - FEM - AGE NEAREST,CSO58 - MAS - AGE LAST,CSO58 - MAS - AGE NEAREST,CSO58 FEMALE,CSO58 MALE,CSO80,EB7-75,GAM-71 FEMALE,GAM-71 MALE,GAM-83 - FEMALE,GAM83_BÁSICA - FEMALE,GAM83_BÁSICA - MASC,GAM-83 - MASC,GAM-94 FEMALE,GAM-94MALE,GKF-95,GKM-70,GKM-80,GKM-95,GR-95 MALE,GR-95FEMALE,GRUPAL AMERICANA,HUNTER SEMITROPICAL,Prudential-50,RENTIERS FRANCAIS,Rentiers Français,RP-2000 FEMALE,RP-2000 MEDIA,RP-2000MALE,SGB-51,SGB-71,SGB-75,UP-94 FEMALE,UP-94 MALE,USTP-61,X-17,2012 IAM Basic Table – Male. ANB,2012 IAM Basic Table – Female. ANB,Tabla de Mortalidad RV-2004 – Hombres,Tabla de Mortalidad RV-2004 – Mujeres,CPM2014 Private – Male,CPM2014 Private – Female,2007 Standard Mortality Table for Post Annuitization - Male,2007 Standard Mortality Table for Post Annuitization - Female,CL5 (2010-2013),CL6 (2010-2013),IBGE 2006  Ambos os Sexos,IBGE 2007  Ambos os Sexos,IBGE 2008  Ambos os Sexos,IBGE 2009  Ambos os Sexos,IBGE 2012  Ambos os Sexos,IBGE 2012  Mulheres,IBGE 2012  Homens,IBGE 2013  Ambos os Sexos,IBGE 2013  Mulheres,IBGE 2013  Homens,IBGE 2014  Ambos os Sexos,IBGE 2014  Mulheres,IBGE 2014  Homens,IBGE 2015  Ambos os Sexos,IBGE 2015 Mulheres,IBGE 2015  Homens,IBGE 2016  Ambos os Sexos,IBGE 2016 Mulheres,IBGE 2016  Homens,IBGE 2017  Ambos os Sexos,IBGE 2017 Mulheres,IBGE 2017  Homens,IBGE 2018  Ambos os Sexos,IBGE 2018 Mulheres,IBGE 2018  Homens,IBGE 2019  Ambos os Sexos,IBGE 2019 Mulheres,IBGE 2019  Homens,IBGE 2020  Ambos os Sexos,IBGE 2020 Mulheres,IBGE 2020  Homens,BR-EMSmt-v.2015-f,BR-EMSmt-v.2015-m,BR-EMSsb-v.2015-f,BR-EMSsb-v.2015-m,BR-EMSmt-v.2021-f,BR-EMSmt-v.2021-m,BR-EMSsb-v.2021-f,BR-EMSsb-v.2021-m,BENTZIEN,Experiência CAP,GRUPAL AMERICANA,IAPC,IBA (FERROVIARIOS),MULLER,RP-2000 DISABLED FEMALE,RP-2000 DISABLED MALE,RRB-44,TASA/1927,WINKLEVOSS,ZIMMERMANN,ZIMMERMANN (FERR. ALEMAES),MI-2006 Masculino,MI-2006 Feminino,Pri-2012 Male Disabled Retiree,Pri-2012 Female Disabled Retiree,MI-85 Masculino,MI-85 Feminino,ALVARO VINDAS,GRUPO AMERICANA,HUNTER'S,IAPB-57 Forte,IAPB-57 FRACA,IBA (FERROVIARIOS),LIGHT FORTE,LIGHT MEDIA,LIGHT FRACA,MULLER,PRUDENTIAL (FERR. APOSENT.),RGPS-99/02 M.M,RRB-1944 Mod - Fem,RRB-1944 Mod - Masc,TASA-1927,WYATT 1985 ,ZIMMERMANN EMPR. ESCRIT,Atuários Ingleses,Hubbard Laffitte,J.P. Jansen,Kinkelin,Moser,Samuel Dumas
86, ,0.26568,0.065119,0.080076,0.071815,0.088863,0.080339,0.116409,0.146709,0.126843,0.12438,0.11165,0.085078,0.073493,0.137967,0.099122,0.05413,0.08781,0.04582,0.06782,0.18146,0.20937,0.17282,0.1442973,0.13938,0.1783921,0.17282,0.1212,0.15027,0.16609,0.158359,0.097468,0.139315,0.07657,0.085078,0.137967,0.12417,0.075347,0.105792,0.0819495,0.189278,0.1753967,0.132695,0.070175, 0.0397200,,0.3025,0.122415,0.20581,0.20581,0.086376,0.104587,0.122797,0.367217,,0.304497,0.081018,0.113755,,0.17282,0.075015,0.061972,0.106301828,0.058744063,0.09277,0.06685,0.05968,0.02896,0.091239,0.057646,,,,,0.092116317096455,0.08369214,0.10617372069277,0.084455855275973,0.07617711505657,0.097962125017078,0.089375386533276,0.080893935673254,0.103594740079228,0.088103391491143,0.079604549160255,0.102390579203461,0.086521524570002,0.077964826078526,0.10106730475957,0.085761584359107,0.07723779828819,0.100158236010934,0.084682374138381,0.076146661487025,0.09912721409168,0.08365600375002,0.075109204893733,0.098147654374222,0.08267754404598,0.074123571437033,0.097213709224628,0.0627591,0.0847935,0.0490175,0.0744187,0.063181791,0.0928587468,0.0479447806,0.0770882108,0.22913,0.166030654074253,0.224,0.2459,,,0.107099,0.148374,0.266,,0.13191,,,0.12748141,0.09173477,0.14881,0.10836,0.146338129,0.119325606,0.15009, ,0.07165,0.217,,,,,0.00,,,,,,,,1.00,,,,,,
87, ,0.30302,0.073136,0.08737,0.080682,0.096958,0.08882,0.12927,0.160333,0.136307,0.134466,0.12305,0.093189,0.082318,0.148744,0.107577,0.0617,0.09609,0.05219,0.07434,0.19439,0.22563,0.18513,0.1551241,0.15001,0.1910205,0.18513,0.13045,0.16098,0.17955,0.168937,0.106452,0.148714,0.08387,0.093189,0.148744,0.13387,0.084023,0.115671,0.0887025,0.20597,0.1893429,0.142,0.073892, 0.0440410,,0.32761,0.131575,0.22348,0.22348,0.096337,0.11619,0.136043,0.397746,,0.330364,0.090348,0.124377,,0.18513,0.084823,0.070155,0.11666515,0.066468722,0.10412,0.07585,0.06472,0.03378,0.1009,0.064084,,,,,0.099020825847537,0.09036216,0.113844968755304,0.09071157572018,0.08225395448241,0.104858243145857,0.096040558648846,0.087297735145122,0.111084089106892,0.094659640446264,0.08588861140429,0.109795936983307,0.092906045991339,0.084058191922491,0.108357167957341,0.092127093113589,0.083309577751973,0.107412378510333,0.09096133512024,0.082123033730002,0.10631498193183,0.089853481939623,0.080999059484271,0.105273964160108,0.088801369443042,0.079933000445831,0.104283457651465,0.0699435,0.0943216,0.0560458,0.0839599,0.0694154581,0.101542411,0.0529195081,0.0848700717,0.23607,0.175161533968231,0.251,0.2601,,,0.114512,0.155235,0.303,,0.13893,,,0.13627557,0.09971866,0.16134,0.11926,0.157368122,0.130308397,0.17084, ,0.07492,0.255,,,,,0.00,,,,,,,,1.00,,,,,,
88, ,0.34669,0.081991,0.095169,0.090557,0.105631,0.098094,0.143445,0.175124,0.146397,0.145274,0.13612,0.10215,0.092017,0.160081,0.116316,0.0704,0.10517,0.05928,0.0815,0.20816,0.243,0.19825,0.1664679,0.16114,0.2045732,0.19825,0.14012,0.17239,0.19327,0.180129,0.116226,0.158486,0.091935,0.10215,0.160081,0.144073,0.09382,0.12698,0.095781,0.223906,0.2039858,0.151656,0.077791, 0.0485010,,0.35383,0.141352,0.24248,0.24248,0.107303,0.128947,0.15059,0.43016,,0.357972,0.100882,0.136537,,0.19825,0.095987,0.078963,0.127702233,0.074869867,0.11667,0.08591,0.07019,0.03752,0.111321,0.070942,,,,,0.106562228513563,0.09758359,0.122345126175285,0.097493403637084,0.08878506976253,0.112438545620016,0.103301111155345,0.094212371556847,0.119361162934655,0.101792678569661,0.092665561538793,0.117970269418224,0.099841846248947,0.090619456343268,0.116393542336845,0.099036737247139,0.0898426876107,0.115401796258039,0.097769827407493,0.088546723319651,0.114223051301017,0.096566861056251,0.08732339755016,0.113106647745408,0.095428577108225,0.086165019116607,0.112046618328619,0.0770216,0.101914,0.0632215,0.093439,0.0762773546,0.1110108185,0.0584343089,0.0934457259,0.24451,0.184856950276767,0.282,0.2772,,,0.122464,0.162186,0.347,,0.1463,,,0.1454294,0.10822492,0.17485,0.13155,0.169191401,0.142245994,0.194465, ,0.07833,0.30,,,,,0.00,,,,,,,,1.00,,,,,,
89, ,0.39586,0.091577,0.103455,0.101307,0.114858,0.108083,0.15904,0.191151,0.157153,0.156841,0.15107,0.112616,0.102491,0.172066,0.125394,0.08096,0.11511,0.06734,0.08935,0.22308,0.26144,0.21246,0.1783921,0.17282,0.2193681,0.21246,0.15027,0.18475,0.20729,0.192208,0.126893,0.168709,0.101354,0.112616,0.172066,0.154859,0.104594,0.139452,0.1031898,0.243139,0.2192962,0.161661,0.08206, 0.0530470,,0.38241,0.151775,0.26283,0.26283,0.119154,0.142787,0.16642,0.464464,,0.387359,0.112467,0.149949,,0.21246,0.108482,0.088336,0.139416397,0.083954879,0.13054,0.09713,0.07602,0.04367,0.122608,0.078241,,,,,0.114854769035715,0.10545317,0.131833602205706,0.104890662319272,0.095846395060647,0.120826783437003,0.111261750805082,0.101725535918225,0.128575163789849,0.109603015218439,0.100019178930628,0.12705819561285,0.107423620953895,0.097726876998596,0.125315533131183,0.106583789727774,0.096914159798939,0.124262983719208,0.105197935665796,0.095491817895013,0.122984359488625,0.10388327765104,0.094153649798767,0.121775362735147,0.102643631460492,0.092888623121381,0.120629824540793,0.0854361,0.113095,0.0703395,0.10497,0.0838367079,0.1213272006,0.0645438741,0.1029082626,0.25774,0.195137280636388,0.316,0.2993,,,0.130972,0.169233,0.396,,0.15404,,,0.15493698,0.11725497,0.1895,0.14543,0.181850146,0.155204078,0.221363, ,0.08203,0.3583,,,,,0.00,,,,,,,,1.00,,,,,,
90, ,0.45455,0.101758,0.112208,0.112759,0.124612,0.118686,0.176161,0.208485,0.168604,0.169202,0.16804,0.124167,0.113605,0.184785,0.134887,0.0931,0.126,0.07651,0.09796,0.23955,0.28099,0.22814,0.1910205,0.18513,0.2358223,0.22814,0.16098,0.19838,0.22177,0.205495,0.138577,0.179452,0.11175,0.124167,0.184785,0.166307,0.116265,0.152931,0.1109336,0.263714,0.235235,0.172016,0.08688, 0.0576330,,0.40988,0.162879,0.2846,0.2846,0.131682,0.157545,0.183408,0.500645,,0.418551,0.125016,0.164442,,0.22814,0.122214,0.098197,0.151809873,0.093729257,0.14587,0.1096,0.08318,0.04851,0.13487,0.086003,,,,,0.124040061814619,0.11408953,0.142511797926718,0.11301263950008,0.103529893122113,0.130177150594206,0.120051665009175,0.109944264800178,0.138913890697545,0.11821438997317,0.108051483498719,0.137241425763298,0.11576759781541,0.105475430123964,0.135297546944194,0.114882628428315,0.104617392129086,0.134166886199062,0.11335592655427,0.103047966190901,0.13276515020757,0.111909204486322,0.101576087984691,0.131442024455243,0.110549571981948,0.100186995201983,0.130191005616537,0.0952068,0.1207108,0.0776935,0.1143591,0.0921620481,0.1325679496,0.0713327682,0.1133571933,0.32373,0.206022461698092,0.355,0.3258,,,0.140049,0.183408,0.455,,0.16219,,,0.16479449,0.12680907,0.20522,0.16113,0.195386114,0.169249204,0.251988, ,0.08652,0.4167,,,,,0.00,,,,,,,,1.00,,,,,,
91, ,0.53247,0.112395,0.121402,0.124733,0.134861,0.129797,0.194913,0.227192,0.180783,0.182389,0.18715,0.136751,0.125227,0.198016,0.144873,0.10647,0.13792,0.08727,0.10741,0.25806,0.30173,0.24577,0.2045732,0.19825,0.2544375,0.24577,0.17239,0.21371,0.23698,0.220333,0.151192,0.190489,0.123076,0.136751,0.198016,0.178214,0.128751,0.16726,0.1190172,0.285674,0.2517531,0.182721,0.092417, 0.0622140,,0.44335,0.174694,0.3078,0.3078,0.144604,0.172187,0.199769,0.538669,,0.451557,0.138442,0.179849,,0.24577,0.136799,0.108323,0.164884119,0.104196618,0.16282,0.12343,0.09401,0.05375,0.148212,0.094249,,,,,0.134295725900666,0.12363991,0.154637578065765,0.121994483149593,0.111948094409097,0.140684090679603,0.129832066111032,0.119000631405035,0.150616809953313,0.127780853443989,0.116888036642666,0.148751218067212,0.125017995359945,0.113981580787935,0.146561025421838,0.124075041513257,0.113066798962872,0.145330293428321,0.122380222407266,0.111324754295921,0.143775911513346,0.120776123041587,0.109695958302867,0.142311329204344,0.119273417162846,0.108161420176996,0.14092953244163,0.1055215,0.1284853,0.085828,0.1247292,0.1013332766,0.1448080296,0.0788765414,0.1248876218,0.36099,0.217531765311485,0.398,0.35,,,0.149698,0.199769,0.532,,0.17094,,,0.17499937,0.13688738,0.22001,0.17646,0.209840042,0.184447907,, ,0.09342,0.475,,,,,0.00,,,,,,,,1.00,,,,,,
92, ,0.63426,0.123349,0.131017,0.137054,0.145575,0.141315,0.215399,0.247332,0.193724,0.196431,0.20846,0.1507,0.137222,0.211622,0.155429,0.1211,0.15098,0.09906,0.11777,0.27923,0.32364,0.26593,0.2193681,0.21246,0.2758218,0.26593,0.18475,0.23124,0.25345,0.237268,0.165077,0.201681,0.13563,0.1507,0.211622,0.19046,0.141973,0.182281,0.1274454,0.309049,0.2687911,0.193775,0.098826, 0.0668050,,0.47788,0.187254,0.33246,0.33246,0.157618,0.187112,0.216605,0.578479,,0.486372,0.15266,0.196001,,0.26593,0.152409,0.119188,0.17864003,0.115359697,0.18159,0.13876,0.10064,0.0623,0.162742,0.103002,,,,,0.1458474136694,0.13428921,0.16854596746664,0.132005262908194,0.121240225153239,0.152596046587366,0.1408066315658,0.129059512503375,0.163993650171428,0.138496535584317,0.126685151116183,0.161886057397856,0.135355893211919,0.123389738665486,0.159391046846293,0.134338876952113,0.122404097442315,0.158031935912355,0.132441574323476,0.120457604055081,0.156286796455516,0.130648265230921,0.118643037580664,0.154645561310997,0.128973522564502,0.116936534289616,0.153100466689452,0.1176157,0.1389316,0.0942675,0.1325577,0.1114511145,0.1581182712,0.0872622022,0.1376241205,0.40526,0.229683545864801,0.446,0.3846,,,0.159924,0.216605,0.634,,0.18059,,,0.1855504,0.14749065,0.23362,0.19026,0.225250954,0.200865606,, ,0.10779,0.5333,,,,,0.00,,,,,,,,1.00,,,,,,
93, ,0.73418,0.134486,0.14103,0.149552,0.156727,0.15314,0.237714,0.26896,0.207446,0.211355,0.23189,0.166197,0.149462,0.225563,0.166629,0.13857,0.16528,0.11227,0.12913,0.30376,0.34666,0.2893,0.2358223,0.22814,0.3006685,0.2893,0.19838,0.25147,0.27211,0.256875,0.180401,0.212986,0.149577,0.166197,0.225563,0.203007,0.155931,0.198392,0.1362228,0.333863,0.2862805,0.20518,0.106254, 0.0716260,,0.50847,0.200585,0.35857,0.35857,0.170433,0.202048,0.233662,0.619994,,0.52297,0.167668,0.213325,,0.2893,0.169078,0.131334,0.193078331,0.12722016,0.20238,0.15572,0.1074,0.06783,0.178566,0.112281,,,,,0.158985851248367,0.14627274,0.184679301530642,0.143259162567221,0.131580600627403,0.166235072717244,0.153236188008808,0.140329351106397,0.17945134187948,0.150609338759197,0.13763984514068,0.17703720049372,0.147011606382142,0.133881123078983,0.174160237191588,0.145900093600896,0.132806928414394,0.172635631385316,0.143756417406707,0.130615837209428,0.170649748919363,0.141733340472762,0.128579207711264,0.168785794214416,0.139849750765105,0.126667461883771,0.167034922951306,0.1322245,0.1502272,0.1042955,0.1466181,0.122605117,0.1725814942,0.0965910721,0.1517046674,0.45723,0.242494957042576,0.501,0.50,,,0.170433,0.233662,0.734,,0.19154,,,0.19644732,0.1586199,0.24593,0.20217,0.241655342,0.218565241,, ,0.1449,0.5917,,,,,0.00,,,,,,,,1.00,,,,,,
94, ,0.85714,0.145689,0.151422,0.162079,0.16829,0.165185,0.261943,0.292118,0.221962,0.227186,0.25715,0.183448,0.161834,0.242116,0.178537,0.15795,0.18093,0.128,0.1416,0.33249,0.371,0.31666,0.2544375,0.24577,0.3306957,0.31666,0.21371,0.2749,0.2959,0.279802,0.197349,0.226535,0.165103,0.183448,0.242116,0.217904,0.170677,0.2157,0.1453544,0.360127,0.3041441,0.216934,0.114501, 0.0769320,,0.55172,0.214704,0.38612,0.38612,0.182799,0.216746,0.250693,0.66311,,0.561307,0.183524,0.231936,,0.31666,0.186882,0.145521,0.208199585,0.139778908,0.22543,0.1745,0.11478,0.07343,0.195793,0.122109,,,,,0.174091415066919,0.1598943,0.203632006916994,0.156031277852891,0.143190300633393,0.182025326507505,0.167459727276391,0.153077316681408,0.197533800270871,0.164440465141946,0.150003808385614,0.194726296838168,0.160282240702976,0.14568612885699,0.191363864730901,0.159049834988038,0.144500864895782,0.18962420039603,0.156602910037692,0.14201387100904,0.187330848371233,0.154297643973657,0.139708938812307,0.185182815048695,0.152157756395078,0.137549663762128,0.183169707662903,0.1462507,0.1624412,0.1150503,0.158572,0.1349130031,0.1882813864,0.1069792537,0.1672362831,0.5163,0.255981636913866,0.562,0.50,,,0.182799,0.250693,0.857,,0.20429,,,0.20769034,0.16996822,0.25724,0.21247,0.259086226,0.23760564,, ,0.24972,0.65,,,,,0.00,,,,,,,,1.00,,,,,,
95, ,1.00,0.156846,0.162179,0.174492,0.180245,0.177369,0.288153,0.316834,0.237316,0.243947,0.28384,0.202688,0.174228,0.260096,0.191214,0.17998,0.19808,0.14641,0.15527,0.3688,0.39621,0.35124,0.2758218,0.26593,0.3706446,0.35124,0.23124,0.30303,0.32996,0.30884,0.216129,0.241164,0.182419,0.202688,0.260096,0.234086,0.186213,0.233606,0.1548448,0.38784,0.3222977,0.229038,0.123276, 0.0829520,,0.61538,0.229639,0.41506,0.41506,0.194509,0.231,0.267491,0.707697,,0.601315,0.200229,0.251189,,0.35124,0.205844,0.162722,0.224004292,0.153036385,0.2497,0.19527,0.12357,0.08084,0.214499,0.13254,,,,,0.191670255242613,0.17555231,0.226218423399442,0.170680311800935,0.156353683752467,0.200535263612872,0.183925047601371,0.167651037988979,0.218981835804733,0.180412779405012,0.164103338336419,0.215661888744781,0.175557051165699,0.159101868745832,0.211672364786322,0.174169056467998,0.157776421892752,0.209650140029244,0.171343994230945,0.154927020096745,0.206958521616095,0.168687711643044,0.152294036232722,0.204443115170312,0.166229402082097,0.149832747532872,0.202091302771106,0.1626539,0.1756482,0.1264029,0.1737468,0.1485020565,0.205300071,0.1185797068,0.1844049862,0.58427,0.270157360142234,0.631,1.00,,,0.194509,0.267491,1.00,,0.21944,,,0.21927988,0.18255023,0.26815,0.2219,0.277572089,0.25803959,, ,0.55228,0.7083,,,,,0.00,,,,,,,,1.00,,,,,,
96, ,,0.167841,0.173279,0.186647,0.192565,0.189606,0.316391,0.343122,0.253487,0.261659,0.31157,0.224174,0.186535,0.27604,0.204721,0.20594,0.21686,0.16835,0.17027,0.42059,0.44719,0.40056,0.3006685,0.2893,0.4334881,0.40056,0.25147,0.34336,0.38455,0.35179,0.23697,0.256204,0.201757,0.224174,0.27604,0.248436,0.202538,0.25151,0.1646988,0.416986,0.3406507,0.241491,0.132579, 0.0896960,,0.80,0.245402,0.44532,0.44532,0.205379,0.244642,0.283905,0.753601,,0.642906,0.217783,0.270441,,0.40056,0.219247,0.18212,0.240492981,0.166992884,0.27436,0.21826,0.13284,0.08873,0.23465,0.143757,,,,,0.212408439590868,0.19377843,0.253577405007341,0.18768179629258,0.171442166154769,0.222541362822017,0.203234302398903,0.184510344618654,0.244825089451155,0.199092804886077,0.180368328150042,0.240825895595654,0.193354774499477,0.174517511902216,0.236011479937904,0.191764726830822,0.173013586390897,0.233612814785549,0.18846117927899,0.169714197871793,0.230396815642505,0.185361941770509,0.166674751038342,0.227398633510619,0.182502480139382,0.163840170570872,0.224602425161516,0.1810076,0.1899291,0.1371851,0.1895589,0.1635039763,0.2237457027,0.1315729034,0.2033739768,0.64864,0.285033657116431,0.708,1.00,,,0.205379,0.283905,1.00,,0.23769,,,0.23892614,0.1969865,0.27941,0.23139,0.297135669,0.279911571,, ,0.85484,0.7666,,,,,0.00,,,,,,,,1.00,,,,,,
97, ,,0.178563,0.184706,0.198403,0.205229,0.201816,0.346674,0.370973,0.271569,0.280342,0.34021,0.246715,0.198646,0.293282,0.21912,0.23015,0.23742,0.18672,0.18672,0.51284,0.54826,0.48842,0.3306957,0.31666,0.5492489,0.48842,0.2749,0.40979,0.4802,0.42848,0.258059,0.27248,0.222044,0.246715,0.293282,0.263954,0.219655,0.268815,0.1749211,0.447535,0.359109,0.254295,0.14241, 0.0970250,,1.00,0.262528,0.47681,0.47681,0.21524,0.257546,0.299852,0.800647,,0.685967,0.236188,0.289048,,0.48842,0.238612,0.199661,0.257666219,0.181648158,0.29882,0.24371,0.14257,0.09712,0.25618,0.155979,,,,,0.237254679189047,0.21529548,0.287335793872936,0.207677678662803,0.188949113346725,0.249126164985691,0.226213043968194,0.204274536728933,0.276525279338314,0.221254136073522,0.199375236978473,0.271608132698653,0.214379676757531,0.192451586223722,0.265686611170893,0.212524095398568,0.190717869153834,0.26277807921597,0.208605009876902,0.186851147495943,0.25885873814906,0.204937676391751,0.183300566234319,0.255214439058253,0.201564826161191,0.179997871044576,0.251824607102193,0.1999287,0.205371,0.147791,0.205371,0.1800885327,0.2436991431,0.146098501,0.2243683381,0.69231,0.300619400144972,0.794,1.00,,,0.21524,0.299852,1.00,,0.25984,,,0.2548345,0.21250549,0.29178,0.24197,0.317792626,0.30325518,, ,0.95966,0.825,,,,,0.00,,,,,,,,1.00,,,,,,
98, ,,0.189604,0.196946,0.210337,0.218683,0.21451,0.378986,0.400352,0.293138,0.300015,0.36977,0.270999,0.211102,0.312003,0.234735,0.25194,0.25994,0.20477,0.20477,0.70156,0.72467,0.66815,0.3706446,0.35124,0.7507962,0.66815,0.30303,0.52262,0.65798,0.56225,0.280237,0.290163,0.243899,0.270999,0.312003,0.280803,0.237713,0.285277,0.1855166,0.479438,0.3775759,0.267448,0.152769, 0.1049410,,,0.282354,0.50939,0.50939,0.223947,0.269622,0.315296,0.848638,,0.730365,0.255605,0.30675,,0.66815,0.258341,0.217946,0.278723463,0.197332652,0.32267,0.26967,0.15279,0.10602,0.279025,0.169421,,,,,0.267548827125742,0.24110638,0.329863804068376,0.231551783865088,0.209542049013923,0.281831278095502,0.254016786782057,0.227794163954997,0.316200532651171,0.247974980906454,0.221912046426377,0.310017049926667,0.239607317462723,0.213607979444706,0.302577597129648,0.237397614022461,0.211574337149151,0.298965595473172,0.232671931793392,0.206980044201608,0.294083627532635,0.22826267909442,0.202775972805215,0.289557111877873,0.224221085912185,0.198876682373418,0.285358450818581,0.2191843,0.2220684,0.1592878,0.2220684,0.1984233589,0.2652549372,0.162408948,0.2475889855,0.75,0.316920357703218,0.891,1.00,,,0.223947,0.315296,1.00,,0.28679,,,0.27056377,0.22901222,0.30587,0.25451,0.339550079,0.328090208,, ,0.99213,0.8833,,,,,0.00,,,,,,,,1.00,,,,,,
99, ,,0.201557,0.210484,0.223027,0.233371,0.228199,0.413266,0.431199,0.318434,0.320696,0.40019,0.297983,0.224445,0.332393,0.251889,0.27912,0.2846,0.22457,0.22457,1.00,1.00,1.00,0.4334881,0.40056,1.00,1.00,0.34336,0.70855,1.00,0.75284,0.304679,0.309125,0.268185,0.297983,0.332393,0.299154,0.256712,0.301298,0.19649,0.51263,0.3959546,0.280951,0.163656, 0.1134440,,,0.305786,0.54289,0.54289,0.231387,0.280797,0.330207,0.897361,,0.775943,0.276035,0.323976,,1.00,0.278219,0.236834,0.290358745,0.212662879,0.34575,0.29468,0.16349,0.11545,0.30312,0.184301,,,,,0.305223182496985,0.27263246,0.384659047433746,0.260546667874444,0.234142296278216,0.322896774803558,0.288297608889308,0.256261975661571,0.366968839282664,0.280790375670011,0.249078277488128,0.35900437045638,0.270417917636761,0.238961630972206,0.34944057629493,0.267727750712665,0.236530162869871,0.344839816190737,0.261923395788202,0.230984984025186,0.338613429426164,0.256525600126559,0.225929875568079,0.332857546038316,0.251595630178524,0.221256409099404,0.327534113131714,0.2407379,0.2401233,0.1717446,0.2401233,0.2187140517,0.2885437547,0.1807177584,0.2732773833,0.75,0.333938719269165,1.00,1.00,,,0.231387,0.330207,1.00,,0.31954,,,0.28792045,0.24650844,0.32197,0.26951,0.362405031,0.354419428,, ,1.00,1.00,,,,,0.00,,,,,,,,1.00,,,,,,
100, ,,0.215013,0.225806,0.237051,0.249741,0.243396,0.4494,0.463415,0.347873,0.342402,0.43141,0.327986,0.239215,0.35465,0.270906,0.31072,0.31161,0.24628,0.24628,,,,0.5492489,0.48842,,,0.40979,1.00,,0.75284,0.33163,0.329825,0.295187,0.327986,0.35465,0.319185,0.276427,0.317238,0.2078461,0.547029,0.4141502,0.294803,0.17507, 0.1225320,,,0.333154,0.57711,0.57711,0.237467,0.291012,0.344556,0.946589,,0.822527,0.297233,0.341116,,,0.298452,0.256357,0.302470436,0.230000718,0.36811,0.31779,0.17469,0.1254,0.328401,0.200836,,,,,0.35311372626534,0.31193021,0.456835472038296,0.296446555748213,0.264048534556905,0.375624783175541,0.331464261985222,0.29138649919687,0.433419657624083,0.321930362772433,0.282441158825837,0.422922545304145,0.308805297522963,0.26989178623573,0.410344513852392,0.3054507881448,0.266922842728018,0.404335266975112,0.298172355999636,0.260108881889955,0.396201698237147,0.29142878277593,0.253922738889091,0.388704053427558,0.285293344067337,0.248224433217153,0.381789144343593,0.2596462,0.2596462,0.1817103,0.2596462,0.2411831912,0.3135964381,0.2013791948,0.3016858435,0.75,0.351672592940661,,1.00,,,0.237467,0.344556,1.00,,0.35919,,,0.30639051,0.26518999,0.33996,0.28698,0.38634277,0.382225118,,,,,,,,,0.00,,,,,,,,,,,,,,
101, ,,0.230565,0.243398,0.252985,0.268237,0.260611,0.487216,0.49687,0.382434,0.36515,0.46331,0.361361,0.255953,0.378984,0.292111,0.34118,0.34118,0.2701,0.2701,,,,0.7507962,0.66815,,,0.52262,,,0.75284,0.361361,0.352455,0.325225,0.361361,0.378984,0.341086,0.296629,0.333461,0.2195896,0.582533,0.4320717,0.309006,0.187013, 0.1322070,,,0.365154,0.61181,0.61181,0.244834,0.301731,0.358628,0.996083,,0.869923,0.318956,0.35856,,,0.32361,0.283802,0.315205839,0.248254188,0.39,0.34076,0.18641,0.13592,0.354803,0.219242,,,,,0.415405570119261,0.36202418,0.553299352272782,0.341861865854283,0.301130327471097,0.444862309470064,0.387071947862124,0.335662635217137,0.521983530967917,0.374681927183002,0.3242798629639,0.507947537211121,0.357698956333675,0.308390755517214,0.491135387727237,0.353408766541775,0.304681060231514,0.483132914534492,0.344073036865579,0.296136481020579,0.472299830448634,0.335457712262449,0.288414116275047,0.462331615995801,0.327650921306251,0.28132963012681,0.453156003097054,0.2807563,0.2807563,0.1981795,0.2807563,0.2660654905,0.3405239004,0.2246879252,0.3331452048,0.75,0.370115482814214,,,,,0.244834,0.358628,,,0.40694,,,0.32604536,0.28496188,0.3591,0.30619,0.411334827,0.411465418,,,,,,,,,0.00,,,,,,,,,,,,,,
