TÁBUA,ALLG-72,AMERICAN EXPERIENCE,AT2000 (Suavizada 10%)_FEM,AT2000 (Suavizada 10%)_MAS,AT-2000 FEMALE,AT-2000 MALE,AT-2000 MEDIA,AT-49 FEMALE,AT-49 MALE,AT-50,AT-55,AT-71,AT-83 FEMALE (Basic),AT-83 FEMALE (IAM),AT-83 MALE (Basic),AT-83 MALE (IAM),BR-EMSmt-v.2010-f,BR-EMSmt-v.2010-m,BR-EMSsb-v.2010-f,BR-EMSsb-v.2010-m,CSG-60,CSO-41,CSO-58,CSO58 - FEM - AGE LAST,CSO58 - FEM - AGE NEAREST,CSO58 - MAS - AGE LAST,CSO58 - MAS - AGE NEAREST,CSO58 FEMALE,CSO58 MALE,CSO80,EB7-75,GAM-71 FEMALE,GAM-71 MALE,GAM-83 - FEMALE,GAM83_BÁSICA - FEMALE,GAM83_BÁSICA - MASC,GAM-83 - MASC,GAM-94 FEMALE,GAM-94MALE,GKF-95,GKM-70,GKM-80,GKM-95,GR-95 MALE,GR-95FEMALE,GRUPAL AMERICANA,HUNTER SEMITROPICAL,Prudential-50,RENTIERS FRANCAIS,Rentiers Français,RP-2000 FEMALE,RP-2000 MEDIA,RP-2000MALE,SGB-51,SGB-71,SGB-75,UP-94 FEMALE,UP-94 MALE,USTP-61,X-17,2012 IAM Basic Table – Male. ANB,2012 IAM Basic Table – Female. ANB,Tabla de Mortalidad RV-2004 – Hombres,Tabla de Mortalidad RV-2004 – Mujeres,CPM2014 Private – Male,CPM2014 Private – Female,2007 Standard Mortality Table for Post Annuitization - Male,2007 Standard Mortality Table for Post Annuitization - Female,CL5 (2010-2013),CL6 (2010-2013),IBGE 2006  Ambos os Sexos,IBGE 2007  Ambos os Sexos,IBGE 2008  Ambos os Sexos,IBGE 2009  Ambos os Sexos,IBGE 2012  Ambos os Sexos,IBGE 2012  Mulheres,IBGE 2012  Homens,IBGE 2013  Ambos os Sexos,IBGE 2013  Mulheres,IBGE 2013  Homens,IBGE 2014  Ambos os Sexos,IBGE 2014  Mulheres,IBGE 2014  Homens,IBGE 2015  Ambos os Sexos,IBGE 2015 Mulheres,IBGE 2015  Homens,IBGE 2016  Ambos os Sexos,IBGE 2016 Mulheres,IBGE 2016  Homens,IBGE 2017  Ambos os Sexos,IBGE 2017 Mulheres,IBGE 2017  Homens,IBGE 2018  Ambos os Sexos,IBGE 2018 Mulheres,IBGE 2018  Homens,IBGE 2019  Ambos os Sexos,IBGE 2019 Mulheres,IBGE 2019  Homens,IBGE 2020  Ambos os Sexos,IBGE 2020 Mulheres,IBGE 2020  Homens,BR-EMSmt-v.2015-f,BR-EMSmt-v.2015-m,BR-EMSsb-v.2015-f,BR-EMSsb-v.2015-m,BR-EMSmt-v.2021-f,BR-EMSmt-v.2021-m,BR-EMSsb-v.2021-f,BR-EMSsb-v.2021-m,BENTZIEN,Experiência CAP,GRUPAL AMERICANA,IAPC,IBA (FERROVIARIOS),MULLER,RP-2000 DISABLED FEMALE,RP-2000 DISABLED MALE,RRB-44,TASA/1927,WINKLEVOSS,ZIMMERMANN,ZIMMERMANN (FERR. ALEMAES),MI-2006 Masculino,MI-2006 Feminino,Pri-2012 Male Disabled Retiree,Pri-2012 Female Disabled Retiree,MI-85 Masculino,MI-85 Feminino,ALVARO VINDAS,GRUPO AMERICANA,HUNTER'S,IAPB-57 Forte,IAPB-57 FRACA,IBA (FERROVIARIOS),LIGHT FORTE,LIGHT MEDIA,LIGHT FRACA,MULLER,PRUDENTIAL (FERR. APOSENT.),RGPS-99/02 M.M,RRB-1944 Mod - Fem,RRB-1944 Mod - Masc,TASA-1927,WYATT 1985 ,ZIMMERMANN EMPR. ESCRIT,Atuários Ingleses,Hubbard Laffitte,J.P. Jansen,Kinkelin,Moser,Samuel Dumas
32,0.00134,0.00861,0.000425,0.0007,0.000476,0.000789,0.000633,0.00077,0.001136,0.001136,0.00102,0.00092,0.000431,0.000479,0.000763,0.000814,0.0005,0.00129,0.0004,0.00094,0.00251,0.00392,0.00225,0.0021049,0.00208,0.002285,0.00225,0.00104,0.00118,0.00183,0.001625,0.000533,0.000916,0.000388,0.000431,0.000763,0.000687,0.000397,0.000839,0.0006877,0.001532,0.0012993,0.00133,0.001332, 0.0006870,0.00307,0.01014,0.001102,0.00687,0.00687,0.00035,0.000456,0.000562,0.004349,0.002226,0.002927,0.000427,0.000902,0.0016,0.00196,0.000838,0.000375,0.001197248,0.000486721,0.00138,0.00037,0.00059,0.00026,0.000472,0.000198,0.002304626853991,0.00223992213983,0.002174483499142,0.002104675610312,0.001964250154308,0.00102061,0.002907206457783,0.001859746827473,0.000930942616193,0.002783746189899,0.001875996184065,0.000970174512813,0.002778677257219,0.00182445274813,0.000939059343449,0.002706997442948,0.001786,0.00092,0.002638,0.001734375186322,0.000888862790355,0.00257777817322,0.001694211709939,0.000870033369938,0.002504029084423,0.001654028762344,0.000849805219823,0.002457603499641,0.001612700073402,0.000829819228142,0.002396356360834,0.0005376,0.0011029,0.0003685,0.0007579,0.000539028,0.0010691129,0.0003823406,0.0007844502,0.0642,0.106337188376749,0.095,0.0781,0.064,0.09,0.00745,0.022571,0.026,0.00004,0.01108,0.064,0.064,0.00686934,0.00825868,0.01107,0.00473,0.016794568,0.010161735,0.000628,0.00063,0.00408,0.055,0.00154,0.0053,0.00204,0.0011,0.00017,0.00118,0.0004,0.00072,0.00183,0.00122,0.0007,0.00075,0.00107,5.859,5.576,5.30,5.60,5.83,8.43
33,0.00141,0.00872,0.000436,0.000701,0.000488,0.00079,0.000639,0.000822,0.001213,0.001213,0.001095,0.00098,0.00046,0.000499,0.000815,0.000843,0.00054,0.00135,0.00042,0.00099,0.0026,0.00412,0.00232,0.00216,0.00213,0.00236,0.00232,0.00108,0.00124,0.00191,0.00171,0.000569,0.000978,0.000414,0.00046,0.000815,0.000734,0.000422,0.000848,0.0007287,0.001603,0.0013396,0.001359,0.00136, 0.0007270,0.00324,0.01032,0.001175,0.00699,0.00699,0.000394,0.000513,0.000631,0.004568,0.002333,0.003118,0.000454,0.000912,0.0017,0.00204,0.000828,0.00039,0.001279179,0.000509922,0.00136,0.00039,0.0006,0.00028,0.000509,0.000213,0.002400391858814,0.002342590735132,0.002267438043242,0.002195125383996,0.002023213295871,0.00107737,0.002969648287236,0.001915503678217,0.000990655233932,0.002838086760722,0.00193270728505,0.001025613442325,0.002839537858058,0.001881279211506,0.000994336540026,0.002768293403813,0.001841,0.000974,0.002698,0.001789541022955,0.000942483053305,0.002638647425735,0.001750107839059,0.000922208406864,0.002566259710531,0.001707874366688,0.000902323618005,0.002517147295381,0.001666325927739,0.000879942885883,0.002455672468349,0.0005755,0.0011428,0.0003831,0.0007941,0.0005716513,0.0010931419,0.0004003492,0.0007910742,0.0633,0.103358432939443,0.092,0.0768,0.064,0.085,0.00745,0.022571,0.026,0.00004,0.01141,0.064,0.064,0.00713516,0.00844066,0.01143,0.00503,0.016958123,0.010252246,0.000643,0.00063,0.00411,0.0543,0.00158,0.0054,0.00228,0.00124,0.0002,0.00121,0.0005,0.00083,0.00186,0.00124,0.0007,0.00081,0.00131,5.957,5.584,5.50,5.68,6.05,8.62
34,0.0015,0.00883,0.000449,0.000702,0.0005,0.000791,0.000646,0.000879,0.001297,0.001297,0.001179,0.00105,0.000492,0.000521,0.000872,0.000876,0.00057,0.00142,0.00045,0.00103,0.00271,0.00435,0.0024,0.0022199,0.00219,0.0024549,0.0024,0.00113,0.00131,0.002,0.001831,0.000608,0.001046,0.000443,0.000492,0.000872,0.000785,0.000449,0.000849,0.0007726,0.001689,0.0013983,0.001397,0.001396, 0.0007710,0.00342,0.01052,0.001255,0.00714,0.00714,0.000435,0.000569,0.000702,0.00481,0.002489,0.00333,0.000482,0.000913,0.00181,0.00214,0.000808,0.000405,0.001366717,0.00053423,0.00136,0.00043,0.00062,0.00029,0.000549,0.000231,0.00249172022986,0.002437473923163,0.002372760478567,0.002297763709079,0.002088181187132,0.00113532,0.00304288259889,0.001973028486321,0.001048196074517,0.002899764266958,0.001993958591176,0.001082521256838,0.002909980699728,0.00194388487672,0.001051968125723,0.002840545074104,0.001901,0.001029,0.002768,0.001850616986305,0.000998590456302,0.00270988851345,0.001811960773005,0.000975901227864,0.002641967705123,0.001767894566401,0.000956493609925,0.002587324407769,0.001727231376486,0.0009318002732,0.002526729353425,0.0006176,0.0011748,0.0004103,0.0008395,0.0006093606,0.0011263791,0.000421797,0.000806779,0.0624,0.100488934316686,0.09,0.0754,0.0639,0.08,0.00745,0.022571,0.026,0.00004,0.01177,0.0639,0.0639,0.00745524,0.00862263,0.01184,0.00539,0.017133581,0.010349861,0.00066,0.00063,0.00416,0.0536,0.00162,0.0055,0.00255,0.00139,0.00023,0.00124,0.0006,0.00095,0.00189,0.00126,0.00071,0.0009,0.0015,6.069,5.593,5.70,5.78,6.27,8.83
35,0.00162,0.00895,0.000463,0.000704,0.000515,0.000792,0.000654,0.000942,0.001391,0.001391,0.001273,0.00112,0.000529,0.000545,0.000955,0.000917,0.00062,0.00149,0.00047,0.00109,0.00285,0.00459,0.00251,0.002285,0.00225,0.002575,0.00251,0.00118,0.00141,0.00211,0.001962,0.000651,0.001122,0.000476,0.000529,0.000955,0.00086,0.000478,0.000851,0.0008193,0.00179,0.0014769,0.001445,0.001444, 0.0008170,0.00363,0.01073,0.001344,0.00729,0.00729,0.000475,0.000624,0.000773,0.005077,0.002662,0.003562,0.000514,0.000915,0.00194,0.00225,0.000789,0.000424,0.001472872,0.000560486,0.00136,0.00046,0.00064,0.00031,0.000592,0.000253,0.002615873114455,0.002567813180042,0.002490512222786,0.002412467376701,0.002163638379433,0.0012,0.003130112105229,0.002035582458995,0.001106772537405,0.002971517277976,0.002065156094012,0.001146205563171,0.002994069848526,0.00201691436308,0.001116653387267,0.002927025976769,0.001971,0.001091,0.002852,0.001921705803735,0.001061584505223,0.002795106891348,0.001884038283152,0.00103619804926,0.002732720034703,0.001837989282516,0.001017224252099,0.002671300188631,0.001798466344012,0.000989845814488,0.002611723166722,0.0006637,0.0012103,0.0004548,0.0008802,0.00065248,0.0011698651,0.0004469061,0.0008312581,0.0616,0.097728272445749,0.089,0.0741,0.0639,0.075,0.00745,0.022571,0.026,0.00003,0.01216,0.0639,0.0639,0.00785554,0.00883498,0.01229,0.00582,0.017321806,0.010455137,0.000681,0.00064,0.00421,0.0532,0.00168,0.0056,0.00287,0.00157,0.00027,0.00129,0.0008,0.00109,0.00192,0.00128,0.00071,0.00098,0.00181,6.195,5.607,5.91,5.90,6.48,9.01
36,0.00176,0.00909,0.000481,0.000719,0.000534,0.000794,0.000664,0.00101,0.001494,0.001494,0.001378,0.0012,0.000558,0.000574,0.001008,0.000968,0.00066,0.00157,0.00051,0.00115,0.00302,0.00486,0.00264,0.00236,0.00232,0.0027199,0.00264,0.00124,0.00153,0.00224,0.00214,0.000698,0.001204,0.000502,0.000558,0.001008,0.000907,0.000512,0.000862,0.0008693,0.001911,0.001577,0.001505,0.001501, 0.0008670,0.00386,0.01097,0.001443,0.00747,0.00747,0.000514,0.000678,0.000841,0.005372,0.002876,0.003819,0.00055,0.000927,0.00209,0.00239,0.000783,0.000447,0.001573665,0.000587204,0.00136,0.0005,0.00066,0.00034,0.000639,0.000277,0.002751720764253,0.00268553480333,0.002622128039113,0.002541034590263,0.002253572620631,0.00127611,0.003235276991173,0.002108087551433,0.001172309768896,0.003057043802357,0.002150504942593,0.001220681254399,0.003095191781028,0.002103283704643,0.001191718437397,0.0030294453828,0.002055,0.001164,0.002951,0.00200572727338,0.001134599296194,0.002895543194872,0.001968584321183,0.001106734392239,0.002837271334923,0.001920392721124,0.001087858886021,0.002769825430861,0.001881467508323,0.001057912334167,0.002710701969368,0.0007043,0.0012596,0.0004992,0.0009202,0.0007012212,0.0012239656,0.000476017,0.0008650765,0.0605,0.095076152580872,0.088,0.0729,0.0639,0.07,0.00745,0.022571,0.026,0.00003,0.01258,0.0639,0.0639,0.00828267,0.00901758,0.01274,0.00632,0.017523724,0.010568676,0.000704,0.00065,0.00428,0.0529,0.00173,0.0058,0.00314,0.00172,0.00031,0.00134,0.0008,0.00124,0.00195,0.0013,0.00072,0.00108,0.00218,6.335,5.623,6.11,6.03,6.67,9.26
37,0.00191,0.00923,0.000504,0.000749,0.000558,0.000823,0.000691,0.001085,0.001607,0.001607,0.001495,0.0013,0.000595,0.000607,0.001073,0.001032,0.00071,0.00166,0.00054,0.00121,0.00321,0.00515,0.0028,0.0024549,0.0024,0.0029049,0.0028,0.00131,0.00168,0.0024,0.002336,0.00075,0.001295,0.000536,0.000595,0.001073,0.000966,0.000551,0.000891,0.0009216,0.002052,0.0017,0.001575,0.001571, 0.0009190,0.00411,0.01124,0.001551,0.00766,0.00766,0.000554,0.000729,0.000904,0.005697,0.003118,0.004101,0.000593,0.000958,0.00228,0.00256,0.0008,0.000476,0.001681356,0.000615196,0.00138,0.00053,0.00071,0.00036,0.00069,0.000305,0.002899435019861,0.002850247405924,0.002770171992797,0.002686627809603,0.002359322380265,0.00136463,0.003361177955695,0.002195234027474,0.001248935457811,0.003160110996479,0.002250644988097,0.001306273854094,0.003214541416247,0.002202816780784,0.001277224901922,0.003147727069646,0.002152,0.001247,0.003067,0.002102980901553,0.001217720764823,0.003010141613875,0.002064869791773,0.001187509632479,0.002953551928894,0.002014736867947,0.001168192361399,0.002881623132048,0.001975732727437,0.001136841323687,0.00282247669738,0.0007494,0.0013443,0.0005337,0.0009512,0.000755949,0.001289608,0.0005094283,0.0009090822,0.0593,0.092532412923418,0.088,0.0718,0.0639,0.065,0.00745,0.022571,0.026,0.00003,0.01303,0.0639,0.0639,0.00876188,0.00920018,0.0132,0.00686,0.017740329,0.010691123,0.000732,0.00066,0.00437,0.0527,0.00178,0.006,0.00346,0.00191,0.00036,0.0014,0.0009,0.00139,0.002,0.00133,0.00074,0.00119,0.00235,6.496,5.612,6.29,6.17,6.84,9.49
38,0.00209,0.00941,0.000532,0.000796,0.00059,0.000872,0.000731,0.001167,0.001733,0.001733,0.001624,0.0014,0.000637,0.000646,0.001154,0.001114,0.00076,0.00176,0.00058,0.00128,0.00345,0.00546,0.00301,0.002575,0.00251,0.0031297,0.00301,0.00141,0.00188,0.00258,0.002579,0.000807,0.001397,0.000573,0.000637,0.001154,0.001039,0.000598,0.000939,0.0009756,0.002217,0.0018474,0.001659,0.001654, 0.0009730,0.00438,0.01152,0.00167,0.00786,0.00786,0.000598,0.000781,0.000964,0.006056,0.003417,0.004412,0.000643,0.00101,0.00249,0.00277,0.000837,0.000514,0.001796416,0.000644522,0.00142,0.00058,0.00077,0.00039,0.000746,0.000337,0.00308082477265,0.003005592337123,0.002936270243267,0.00285113323306,0.002483250657704,0.00146798,0.003510650209765,0.00229873534087,0.001336472720957,0.003282760597625,0.002367838511621,0.001404980176095,0.003354329018414,0.002317089240744,0.001374829979886,0.003283126264152,0.002265,0.001343,0.003201,0.002215112332626,0.00131251544967,0.003139708759245,0.002174025422673,0.001280255075788,0.00308115845492,0.002122232123257,0.001259784839297,0.003007223510445,0.002082128567132,0.001228612031807,0.002947311227043,0.0007991,0.0014038,0.0005578,0.0009876,0.0008170885,0.0013672425,0.0005474464,0.0009629697,0.0578,0.090097032538021,0.087,0.0707,0.0639,0.06,0.00745,0.022571,0.026,0.00003,0.01351,0.0639,0.0639,0.00929287,0.00938278,0.01371,0.00745,0.017972685,0.010823178,0.000764,0.00068,0.00447,0.0526,0.00184,0.0064,0.00383,0.00212,0.00042,0.00147,0.001,0.00157,0.00206,0.00137,0.00076,0.00131,0.00262,6.685,5.689,6.45,6.33,6.99,9.72
39,0.00228,0.00959,0.000567,0.000864,0.00063,0.000945,0.000788,0.001256,0.001872,0.001872,0.001767,0.00151,0.000686,0.000691,0.001253,0.001216,0.00082,0.00186,0.00062,0.00136,0.00372,0.00581,0.00325,0.0027199,0.00264,0.0033898,0.00325,0.00153,0.0021,0.00279,0.002859,0.000869,0.001509,0.000617,0.000686,0.001253,0.001128,0.000652,0.000999,0.0010304,0.002407,0.0020209,0.001757,0.00175, 0.0010280,0.00467,0.01184,0.001803,0.00809,0.00809,0.000648,0.000835,0.001021,0.006453,0.003761,0.004755,0.000701,0.001075,0.00273,0.00302,0.000889,0.00056,0.00191935,0.000675246,0.00147,0.00062,0.00084,0.00043,0.000808,0.000372,0.003274681989256,0.003202397868955,0.003120946131625,0.003034676009469,0.002626138912296,0.0015865,0.003684392366301,0.002421285817914,0.001436837449038,0.00342755619188,0.002503044156193,0.001517485699152,0.003515919554391,0.002447639422464,0.001485394487209,0.003437828257814,0.002395,0.001452,0.003355,0.002343288774044,0.001419778375707,0.003286783369611,0.002297713479116,0.001385683920527,0.003223464335814,0.002244388799564,0.001363439510569,0.003149204612672,0.002202341879239,0.001333462224567,0.003087808758888,0.000863,0.001458,0.0005769,0.0010291,0.0008850899,0.0014575733,0.0005902525,0.0010267543,0.0572,0.087770139577123,0.086,0.0696,0.0633,0.055,0.00745,0.022571,0.026,0.00003,0.01401,0.0633,0.0633,0.00987535,0.00956538,0.01427,0.00809,0.018221934,0.010965593,0.000801,0.0007,0.00459,0.0525,0.00191,0.0067,0.0042,0.00234,0.00049,0.00155,0.0011,0.00177,0.00213,0.00142,0.00079,0.00143,0.00293,6.881,5.74,6.64,6.51,7.12,9.97
40,0.00248,0.00979,0.000609,0.000953,0.000677,0.001043,0.00086,0.001355,0.002025,0.002025,0.001925,0.00163,0.000739,0.000742,0.001375,0.001341,0.00088,0.00198,0.00066,0.00144,0.00402,0.00618,0.00353,0.0029049,0.0028,0.0036848,0.00353,0.00168,0.00236,0.00302,0.003168,0.000938,0.001633,0.000665,0.000739,0.001375,0.001238,0.000709,0.001072,0.001085,0.002624,0.0022218,0.001869,0.001862, 0.0010820,0.00498,0.01218,0.001949,0.00834,0.00834,0.000706,0.000893,0.001079,0.006891,0.004134,0.005133,0.000763,0.001153,0.003,0.0033,0.000955,0.000613,0.002062137,0.000707149,0.00154,0.00067,0.0009,0.00047,0.000878,0.00041,0.003481261735576,0.003418905888556,0.003322085522609,0.003235050553255,0.002785509859875,0.00171603,0.003881081023988,0.002563276119121,0.001550871007657,0.003595453400498,0.002653650293249,0.001640193642702,0.003698634486956,0.002592737414551,0.001605837829023,0.003612487693017,0.00254,0.001571,0.003529,0.002485953530637,0.001536790118506,0.003452551449984,0.002435132796232,0.001500579322379,0.003383443454142,0.002380251976343,0.001476335203409,0.00330917987495,0.002335942708936,0.001448049952468,0.00324596021293,0.0009412,0.0015362,0.0005968,0.0010883,0.0009604207,0.0015612104,0.000638368,0.0011018664,0.0558,0.085552019856371,0.085,0.0686,0.0622,0.05,0.00745,0.022571,0.026,0.00004,0.01454,0.0622,0.0622,0.01053247,0.0097697,0.0149,0.00879,0.018489298,0.011119178,0.000844,0.00072,0.00473,0.0524,0.00197,0.0071,0.00461,0.00259,0.00057,0.00164,0.0015,0.002,0.00221,0.00147,0.00083,0.00158,0.00314,7.084,5.96,6.81,6.70,7.24,10.23
41,0.00271,0.01001,0.000658,0.001065,0.000732,0.001168,0.00095,0.001464,0.00222,0.00222,0.002099,0.00179,0.000796,0.000801,0.001522,0.001492,0.00095,0.00211,0.00071,0.00153,0.00437,0.00659,0.00384,0.0031297,0.00301,0.0040048,0.00384,0.00188,0.00265,0.00329,0.003515,0.001013,0.001789,0.000716,0.000796,0.001522,0.00137,0.000768,0.001156,0.0011389,0.002871,0.0024517,0.001998,0.00199, 0.0011360,0.00531,0.01257,0.002123,0.00862,0.00862,0.000774,0.000958,0.001142,0.007374,0.004566,0.005549,0.000826,0.001243,0.0033,0.0036,0.001029,0.000667,0.002203255,0.000740859,0.00163,0.00072,0.00098,0.00053,0.000955,0.00045,0.003729535000618,0.003631057071945,0.003541671492026,0.003453207364792,0.002963798549793,0.00185921,0.004101808842676,0.002721665596809,0.001675140318411,0.003785496832653,0.002822672500486,0.001776376546524,0.003905026725824,0.002756499406977,0.001739645698676,0.003811154673583,0.002703,0.001703,0.003725,0.002646162375427,0.001666652607464,0.003641755301505,0.002590233295057,0.001628137806094,0.003567167058894,0.002533480700365,0.001601674110611,0.00349181188588,0.002486804574631,0.001574398211064,0.003426351283257,0.001041,0.001643,0.0006254,0.0011563,0.0010437384,0.0016790018,0.0006923977,0.0011874035,0.0551,0.083443125786953,0.085,0.0677,0.0599,0.049,0.00745,0.022571,0.026,0.00004,0.01511,0.0599,0.0599,0.01121834,0.0099527,0.01561,0.00955,0.018776089,0.011284808,0.000893,0.00076,0.00489,0.0523,0.00206,0.0076,0.00506,0.00286,0.00067,0.00173,0.002,0.00228,0.0023,0.00153,0.00087,0.00174,0.0032,7.301,6.16,6.95,6.90,7.36,10.50
42,0.00293,0.01025,0.000715,0.001201,0.000796,0.001322,0.001059,0.001583,0.002481,0.002481,0.00229,0.002,0.000861,0.000867,0.001697,0.001673,0.00103,0.00225,0.00077,0.00164,0.00475,0.00703,0.00417,0.0033898,0.00325,0.0043496,0.00417,0.0021,0.00295,0.00356,0.00391,0.001094,0.002,0.000775,0.000861,0.001697,0.001527,0.000825,0.001252,0.0011911,0.00315,0.0027121,0.002145,0.002135, 0.0011880,0.00566,0.013,0.002351,0.00893,0.00893,0.000852,0.001034,0.001215,0.007907,0.00505,0.006007,0.000888,0.001346,0.00362,0.00393,0.00111,0.000723,0.00235403,0.000776175,0.00174,0.00076,0.00106,0.00059,0.001041,0.000494,0.003986299771742,0.003891291490987,0.003784889479968,0.003693152928516,0.003167420169555,0.00202412,0.004350556929034,0.00289819749666,0.001813208346874,0.003999268378616,0.003017348935456,0.001934221237362,0.004140194169466,0.002946583849425,0.001894709500807,0.004039383608084,0.00289,0.001856,0.003951,0.002830054443118,0.001816414226516,0.003860218632213,0.002769484883125,0.001776006982431,0.003780201901006,0.002710317723987,0.001746711970848,0.003702332860111,0.002660866382504,0.001718819155029,0.003633675790642,0.0011431,0.0017815,0.0006793,0.0012443,0.001135621,0.0018117265,0.000752534,0.0012847691,0.0554,0.081444085702038,0.085,0.0668,0.0583,0.048,0.00745,0.022571,0.026,0.00004,0.0157,0.0583,0.0583,0.01195401,0.01013571,0.01641,0.01037,0.019083712,0.011463425,0.000949,0.0008,0.00508,0.0522,0.00214,0.0082,0.00552,0.00315,0.00078,0.00184,0.0025,0.00258,0.00239,0.00159,0.00092,0.00193,0.00352,7.511,6.31,7.10,7.12,7.49,10.77
43,0.00318,0.01052,0.000781,0.001362,0.000868,0.001505,0.001187,0.001715,0.002804,0.002804,0.002499,0.00226,0.000935,0.000942,0.001905,0.001886,0.00111,0.0024,0.00083,0.00175,0.00518,0.00751,0.00453,0.0036848,0.00353,0.0047245,0.00453,0.00236,0.00328,0.00387,0.004333,0.001186,0.00226,0.000842,0.000935,0.001905,0.001715,0.000877,0.001352,0.0012416,0.003464,0.0030045,0.00231,0.002299, 0.0012380,0.00604,0.01348,0.002643,0.00926,0.00926,0.000937,0.001118,0.001299,0.008496,0.005565,0.006512,0.000943,0.001454,0.00397,0.00428,0.001188,0.000774,0.002515123,0.000813175,0.00187,0.00082,0.00115,0.00065,0.001138,0.00054,0.004267592261549,0.00415383282401,0.004054113297595,0.003956576859807,0.003399349432796,0.00221397,0.004629452301132,0.003098975622533,0.001973478738461,0.004240969109893,0.003241050191469,0.002117182626844,0.00440707543832,0.003166860076438,0.002074476342686,0.004300782649276,0.003103,0.002032,0.004208,0.003040706383363,0.001989172496347,0.004111849653019,0.002976380783185,0.001947447692099,0.004026866358511,0.002914075369501,0.001914619487465,0.003944439351241,0.002861430591287,0.001883803425671,0.003871437355182,0.0012474,0.001898,0.000746,0.0013505,0.0012368706,0.0019604799,0.0008194489,0.0013940274,0.0536,0.079555713610648,0.086,0.066,0.0558,0.047,0.00745,0.022571,0.027,0.00005,0.01633,0.0558,0.0558,0.01273843,0.01031872,0.01733,0.01126,0.019413673,0.011656045,0.001014,0.00084,0.00528,0.0521,0.00223,0.0089,0.00603,0.00346,0.0009,0.00195,0.003,0.00291,0.00254,0.00169,0.00098,0.00213,0.00371,7.728,6.50,7.29,7.36,7.63,11.06
44,0.00346,0.01083,0.000855,0.001547,0.00095,0.001715,0.001333,0.001859,0.003187,0.003187,0.002727,0.00257,0.001021,0.001026,0.002147,0.002129,0.0012,0.00256,0.00089,0.00187,0.00564,0.00804,0.00492,0.0040048,0.00384,0.0051345,0.00492,0.00265,0.00364,0.00419,0.004795,0.001286,0.002569,0.000919,0.001021,0.002147,0.001932,0.000923,0.001458,0.0012937,0.003813,0.0033305,0.002497,0.002485, 0.0012900,0.00644,0.01399,0.002996,0.00963,0.00963,0.001029,0.001213,0.001397,0.009145,0.006124,0.007068,0.000992,0.001568,0.00435,0.00465,0.001268,0.000823,0.002687241,0.000851938,0.00201,0.00088,0.00127,0.00071,0.001245,0.000589,0.004572548795113,0.004462721616464,0.00434818074363,0.004242998214487,0.003658449532294,0.00242611,0.004939515789216,0.003326614623245,0.002159582841805,0.00451295953109,0.003492118581036,0.002322359881178,0.004705886956872,0.003415201866917,0.002276052593681,0.004595032218839,0.003342,0.002229,0.004497,0.003276739785264,0.002182445242763,0.004395984238721,0.003209225741678,0.002139665028564,0.004306196568422,0.003143152694197,0.002102765660661,0.004217593390976,0.003086906265721,0.002067298761503,0.004139205874528,0.0013457,0.0020322,0.0008159,0.0014798,0.0013483463,0.0021263296,0.0008936073,0.0015160257,0.0524,0.077779017441578,0.086,0.0653,0.0546,0.046,0.00745,0.022571,0.027,0.00005,0.01699,0.0546,0.0546,0.01356998,0.01050173,0.0184,0.01223,0.019767586,0.011863762,0.001088,0.00089,0.00552,0.052,0.00234,0.0096,0.00657,0.00381,0.00105,0.00207,0.0035,0.00327,0.00275,0.00183,0.00104,0.00234,0.00417,7.938,6.784,7.45,7.61,7.78,11.35
45,0.00376,0.01116,0.000939,0.001752,0.001043,0.001948,0.001496,0.002019,0.003625,0.003625,0.002975,0.00292,0.001122,0.001122,0.002426,0.002399,0.0013,0.00275,0.00096,0.002,0.00615,0.00861,0.00535,0.0043496,0.00417,0.0055894,0.00535,0.00295,0.00403,0.00455,0.005304,0.001397,0.002922,0.00101,0.001122,0.002426,0.002183,0.000973,0.001578,0.0013517,0.004202,0.0036914,0.002711,0.002698, 0.0013480,0.00688,0.01457,0.003406,0.01003,0.01003,0.001124,0.001316,0.001508,0.009862,0.006734,0.007681,0.001046,0.001697,0.00476,0.00506,0.001355,0.000866,0.002885678,0.00089219,0.00216,0.00095,0.0014,0.00077,0.001364,0.00064,0.00490706002146,0.004778292130414,0.004671404931863,0.004557604565755,0.003941567544413,0.00265875,0.005277268563042,0.003580166334005,0.002368528084261,0.004816054193272,0.003767008552993,0.002547373697157,0.005032410068081,0.003687394617484,0.002497218860558,0.004917022363846,0.003604,0.002446,0.004814,0.003535189991323,0.002394154089485,0.004707340954509,0.003464417578323,0.002350508576694,0.004612683267448,0.003394240453554,0.002308945231651,0.004517286201301,0.003334025852072,0.00226809966937,0.004433297974428,0.001455,0.0021748,0.0008868,0.0016034,0.0014708876,0.0023107433,0.0009759214,0.0016514189,0.0516,0.076115221451392,0.087,0.0646,0.053,0.045,0.00745,0.022571,0.027,0.00005,0.0177,0.053,0.053,0.01447617,0.01070635,0.01964,0.01328,0.020147179,0.012087757,0.001174,0.00094,0.00578,0.0519,0.00245,0.0103,0.00712,0.00417,0.00122,0.00221,0.004,0.00366,0.00297,0.00198,0.00111,0.00259,0.00463,8.162,6.952,7.60,7.88,7.96,11.66
